id,theme,data_display_name,keep,description,keywords,exists,reference,reference table/fig/pgno,provider,url,kpi_domain,kpis,data_original_name,data_web_anchor,earliest_year,latest_year,format,update_frequency,coverage,geographical_level,geog_level2,access_level,licence,ki_publictransportaccessibility,ki_coveragebycyclingfacilities,ki_coverageofthedrainagesystem,ki_parkingmanagement,ki_reductionofprivatevehicles,ki_declineinaccidents,ki_walkingandcycling,ki_publictransportridership,ki_lastmileuseofintermediatepublictransport,ki_walkability,ki_supplyofpublictransportvehicles,ki_xnokpi,ki_localtrafficflow,ki_organisedroaduse,ki_traineddrivers,ki_transportrelatedinvestment,ki_motorvehicletrafficreduction,kd_publictransportsupply,kd_safetyandcomfort,kd_effectiveenforcement,kd_xnokpidom,kd_sustainablemobility,kd_inclusivemobility,kd_healthandsafety,kd_sustainabletransportfunding,format2,editable,update_freq2
11,Administrative Context,Jda Base Map,TRUE,"Base map of JDA region, Jaipur","Base Map, JDA",yes,JDA (2009) Key Maps,,JDA,https://jda.rajasthan.gov.in/content/raj/udh/jda---jaipur/en/town-planning/key-maps.html,,,,,,2019,map image,,Jaipur Development Authority (2018),regional level,region,open,not known,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,printed map,FALSE,unknown
12,Administrative Context,Walled City Jaipur,TRUE,Map of Jaipur Walled City,Wall city jaipur,yes,JDA (1987) Key Maps,,JDA,https://jda.rajasthan.gov.in/content/raj/udh/jda---jaipur/en/town-planning/key-maps.html,,,,,,2019,map image,,Jaipur Wall City (1987),regional level,region,open,not known,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,printed map,FALSE,unknown
13,Administrative Context,Nagar Nigam Jaipur Greater Map,TRUE,Nagar Nigam Jaipur Greater Map,Nagar Nigam Jaipur Greater Map,yes,JDA (2011) Key Maps,,JDA,https://jda.rajasthan.gov.in/content/raj/udh/jda---jaipur/en/town-planning/key-maps.html,,,,,,2019,map image,,Nagar Nigam Jaipur Greater (2019),regional level,region,open,not known,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,printed map,FALSE,unknown
14,Administrative Context,Nagar Nigam Jaipur Heritage Map,TRUE,Nagar Nigam Jaipur Heritage Map,Nagar Nigam Jaipur Heritage Map,yes,JDA (2011) Key Maps,,JDA,https://jda.rajasthan.gov.in/content/raj/udh/jda---jaipur/en/town-planning/key-maps.html,,,,,,2019,map image,,Nagar Nigam Jaipur Heritage (2019),regional level,region,open,not known,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,printed map,FALSE,unknown
15,Administrative Context,Administrative Setup Jaipur,TRUE,"Name of Panchayat samiti, No. of Gram Panchayat, No. of Villages , Tehsil(s) or (No. of Villages) and Census Towns
","Panchayat Samit, No. of Gram Panchayats, census towns",yes,"Directorate of Census Operations, Rajasthan (2014) Census of India 2011 - Rajasthan - Series 09 - Part XII B - District Census Handbook, Jaipur",pg. 12,"Directorate of Census Operations, Rajasthan",https://censusindia.gov.in/nada/index.php/catalog/1069/download/3290/DH_2011_0812_PART_B_DCHB_JAIPUR.pdf,,,,,,2011,printed table,,Jaipur District,district level,district,open,not known,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,printed table,FALSE,unknown
16,Administrative Context,Cadastal Map,TRUE,Boundary for individual plots based on ownership. ,cadastal map,yes,Bhunaksha,,"Bhunaksha, rajasthan",https://bhunaksha.rajasthan.gov.in/,,,,,,2024,map image,,Rajasthan,state level,state,open,not known,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,printed map,FALSE,unknown
17,Administrative Context,Administrative Boundary Database,TRUE,"Georeferenced Administrative Boundary Database with Entire country Upto Taluk level with HQ, Entire country Upto Distt. level with HQ, State Upto Taluk level with HQ, State Upto Distt. level with HQ  Scale of 1:1M","administrative, taluka, georeferenced",yes,Survey of India (2024) Online Maps Portal,,Survey of india,https://onlinemaps.surveyofindia.gov.in/Digital_Product_Show.aspx,,,,,,2023,shape file,,India,national level,cd block / town,open,not known,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,shapefile,FALSE,unknown
19,Demographic Profile,Major Settlements Within The Jaipur Region,TRUE,"Satellite towns located under JDA region, their classification and population based on Census 2001.","Satellite Towns, JDA Region, Census 2001",yes,"JDA (2011) Master Development Plan 2025, vol1","Table 3-2, pg. 133",JDA,https://jda.rajasthan.gov.in/content/dam/raj/udh/development-authority/jda-jaipur/pdf/MDP/Vol1.pdf,,,,,,2011,printed table,,Jaipur Region,regional level,region,open,not known,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,printed table,FALSE,unknown
20,Demographic Profile,Gross Density Within Wards Of Jaipur Region- Census 2001,TRUE,Gross density within wards of Jaipur Region for 2001.,"Gross Density, Wards, Jaipur Region 2001",yes,"JDA (2011) Master Development Plan 2025, vol1","Map 4-5, pg.219",JDA,https://jda.rajasthan.gov.in/content/dam/raj/udh/development-authority/jda-jaipur/pdf/MDP/Vol1.pdf,,,,,,2001,printed map,,Jaipur Municipal Corporation Greater (2019),regional level,region,open,not known,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,printed map,FALSE,unknown
21,Demographic Profile,Existing Gross Density Within Wards Of Jaipur Region (2011*),TRUE,Gross density within wards of Jaipur for 2011. ,"Gross Density, Wards, Jaipur 2011",yes,"JDA (2011) Master Development Plan 2025, vol1","Map 4-6, pg. 219",JDA,https://jda.rajasthan.gov.in/content/dam/raj/udh/development-authority/jda-jaipur/pdf/MDP/Vol1.pdf,,,,,,2011,printed map,,Jaipur Municipal Corporation Greater (2019),regional level,region,open,not known,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,printed map,FALSE,unknown
22,Demographic Profile,Past Trends Of Population In Jaipur Region,TRUE,Past Trends of Population in JMC and Satellite Towns,"Past Trends, Population, JMC, Satellite Towns",yes,"L&T Infra Engineering (2022) Comprehensive Traffic and Transportation Study for Jaipur Region, vol1","Table 6-3, pg 6-6",JDA,Document not yet published,,,,,1991,2011,printed table,,JMC+Satellite towns,jmc+satellite towns,city,private,not known,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,printed table,FALSE,unknown
23,Demographic Profile,Decadal Growth Rate In Jaipur Region,TRUE,Decadal population growth rate in JMC and Sattelite towns,"Decadal Growth Rate, Population, JMC, Satellite Towns",yes,"L&T Infra Engineering (2022) Comprehensive Traffic and Transportation Study for Jaipur Region, vol1",Table 6-5 pg 6-7,JDA,Document not yet published,,,,,1991,2011,printed table,,JMC+Satellite towns,jmc+satellite towns,city,private,not known,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,printed table,FALSE,unknown
24,Demographic Profile,Age-Wise Population And Sex Distribution,TRUE,"Age groups,male and female distribution","Age Groups, Gender Distribution",yes,"JDA (2011) Master Development Plan 2025, vol1","Table 2-9, pg.56","Directorate of Census Operations, Rajasthan",https://jda.rajasthan.gov.in/content/dam/raj/udh/development-authority/jda-jaipur/pdf/MDP/Vol1.pdf,,,,,,2001,printed table,,Jaipur District,district level,district,open,not known,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,printed table,FALSE,unknown
25,Demographic Profile,Decadal Sex Ratio Of Jaipur District,TRUE,Sex ratio of Jaipur district(1961-2001),"sex ratio, Jaipur district",yes,"JDA (2011) Master Development Plan 2025, vol1","Table 2-10, pg. 56","Directorate of Census Operations, Rajasthan",https://jda.rajasthan.gov.in/content/dam/raj/udh/development-authority/jda-jaipur/pdf/MDP/Vol1.pdf,,,,,1961,2001,printed table,,Jaipur District,district level,district,open,not known,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,printed table,FALSE,unknown
26,Demographic Profile,Registered Voters,TRUE,"Jaipur city zone name, wardname, ward no., Total no. of registered voters, No. of votes polled in the last municipal election, No. of Polling Stations / booths",voters,yes,"Ministry of housing and urban affairs,smart city data catalogue",,"CDO- Ajay Kumar, Jaipur Nagar Nigam",https://smartcities.data.gov.in/catalog/registered-voters-jaipur,,,,,,2019,csv,,Jaipur City,city level,ward,open,not known,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csv,TRUE,unknown
28,Demographic Profile,Population And Households,TRUE,"Jaipur city zone name, wardname, ward no., Area (in sq km), Total Population (in thousands)","population, households",yes,"Ministry of housing and urban affairs,smart city data catalogue",,"CDO- Ajay Kumar, Jaipur Nagar Nigam",https://smartcities.data.gov.in/catalog/demographic-profile-jaipur,,,,,,2011,csv,,Jaipur City,city level,ward,open,not known,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csv,TRUE,unknown
29,Demographic Profile,Demographic and Socio-Economic District Profile,TRUE,"Summary of the census of jaipur district like Number of Villages,Number of Towns ,  Number of Households, Population , Percentage Urban Population, Decadal Population Growth 2001-2011 , Area (in sq Km.), Density of Population (Persons per sq Km.), Sex Ratio , Literates , Scheduled Castes, Scheduled Tribes, Workers and Non-Workers, and Category of Workers (Main & Marginal), ","Census data, Population Statistics, Urban and Rural Distribution, Demographic Information, Socio-Economic Indicators",yes,"Directorate of Census Operations, Rajasthan (2014) Census of India 2011 - Rajasthan - Series 09 - Part XII B - District Census Handbook, Jaipur",pg. 14-15,"Directorate of Census Operations, Rajasthan",https://censusindia.gov.in/nada/index.php/catalog/1069/download/3290/DH_2011_0812_PART_B_DCHB_JAIPUR.pdf,,,,,,2011,printed table,,Jaipur District,district level,district,open,not known,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,printed table,FALSE,unknown
30,Demographic Profile,Socio-economic Characteristics,TRUE,"Location code number, District/ CD Block/Town, Total/Rural/Urban, Area in Square Kilometre, Number of households, Total population (including institutional and houseless population in persons,male,female), Population in the age-group 0-6, Scheduled Castes population, Scheduled Tribes population,and Literates","age, sex, literacy, workforce, occupation, employment, industry",yes,"Directorate of Census Operations, Rajasthan (2014) Census of India 2011 - Rajasthan - Series 09 - Part XII B - District Census Handbook, Jaipur","pg. 24-25, pg. 30-31","Directorate of Census Operations, Rajasthan",https://censusindia.gov.in/nada/index.php/catalog/1069/download/3290/DH_2011_0812_PART_B_DCHB_JAIPUR.pdf,,,,,,2011,printed table,,Jaipur District,district level,cd block / town,open,not known,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,printed table,FALSE,unknown
31,Demographic Profile,Socio-economic Characteristics- industrial category of main workers,TRUE,"Location code number, District/ CD Block/Town, Total/Rural/Urban for Total workers (Persons, Males, Females), Main worker(Persons, Males, Females), Cultivators, Agricultural labourers, Household industry workers, Other workers","age, sex, literacy, workforce, occupation, employment, industry",yes,"Directorate of Census Operations, Rajasthan (2014) Census of India 2011 - Rajasthan - Series 09 - Part XII B - District Census Handbook, Jaipur","pg. 26-27, pg. 32-33","Directorate of Census Operations, Rajasthan",https://censusindia.gov.in/nada/index.php/catalog/1069/download/3290/DH_2011_0812_PART_B_DCHB_JAIPUR.pdf,,,,,,2011,printed table,,Jaipur District,district level,cd block / town,open,not known,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,printed table,FALSE,unknown
32,Demographic Profile,Socio-economic Characteristics- industrial category of marginal workers,TRUE,"Location code number, District/ CD Block/Town, Total/Rural/Urban for Marginal workers(Persons, Males, Females), Cultivators, Agricultural labourers, Household industry workers, Other workers, and Non-workers.","age, sex, literacy, workforce, occupation, employment, industry",yes,"Directorate of Census Operations, Rajasthan (2014) Census of India 2011 - Rajasthan - Series 09 - Part XII B - District Census Handbook, Jaipur","pg. 28-29, pg. 34-35","Directorate of Census Operations, Rajasthan",https://censusindia.gov.in/nada/index.php/catalog/1069/download/3290/DH_2011_0812_PART_B_DCHB_JAIPUR.pdf,,,,,,2011,printed table,,Jaipur District,district level,cd block / town,open,not known,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,printed table,FALSE,unknown
33,Demographic Profile,Total Sc And St Population - Urban Block Wise,TRUE,"Location Code, Name of Town, Name of Ward, Boundaries of Urban Block /EB Number, Total Population, Scheduled Castes Population, Scheduled Tribes Population","Urban Block Boundaries, Town and Ward Data, Population Statistics, Scheduled Castes and Tribes, Location Code Information",yes,"Directorate of Census Operations, Rajasthan (2014) Census of India 2011 - Rajasthan - Series 09 - Part XII B - District Census Handbook, Jaipur",pg. 38-189,"Directorate of Census Operations, Rajasthan",https://censusindia.gov.in/nada/index.php/catalog/1069/download/3290/DH_2011_0812_PART_B_DCHB_JAIPUR.pdf,,,,,,2011,printed table,,Jaipur District,district level,district,open,not known,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,printed table,FALSE,unknown
63,Demographic Profile,Urban Pca-Ward Wise Data,TRUE,"Location code number, Name of Town/ward, Area in Km,Number of households, Total population (including institutional and houseless population), Population in the age-group 0-6, Literates,SC population, ST population, literates","Town/Ward Statistics, Population, Area, SC/ST Demographics",yes,"Directorate of Census Operations, Rajasthan (2014) Census of India 2011 - Rajasthan - Series 09 - Part XII B - District Census Handbook, Jaipur",pg.540-551,"Directorate of Census Operations, Rajasthan",https://censusindia.gov.in/nada/index.php/catalog/1069/download/3290/DH_2011_0812_PART_B_DCHB_JAIPUR.pdf,,,,,,2011,printed table,,Jaipur District,district level,district,open,not known,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,printed table,FALSE,unknown
64,Demographic Profile,"Decadal Change In Population Of Tahsils By Residence, 2001-2011",TRUE,"Tahsil, Population (2001 and 2011), Percentage decadal variation 2001-2011,  Percentage urban population","Population change, tehsils data",yes,"Directorate of Census Operations, Rajasthan (2014) Census of India 2011 - Rajasthan - Series 09 - Part XII B - District Census Handbook, Jaipur",T01_0812,"Directorate of Census Operations, Rajasthan",https://censusindia.gov.in/nada/index.php/catalog/1069/download/3291/DH_2011_0812-Jaipur.zip,,,,,,2011,xls,,Jaipur District,district level,district,open,not known,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,xls/xlsx,TRUE,unknown
68,Demographic Profile,sex ratio,TRUE,"Sex ratio of towns, 2011","gender, sex, sex ratio",yes,"Directorate of Census Operations, Rajasthan (2014) Census of India 2011 - Rajasthan - Series 09 - Part XII B - District Census Handbook, Jaipur",T08_0812,"Directorate of Census Operations, Rajasthan",https://censusindia.gov.in/nada/index.php/catalog/1069/download/3291/DH_2011_0812-Jaipur.zip,,,,,,2011,xls,,Jaipur District,district level,cd block / town,open,not known,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,xls/xlsx,TRUE,unknown
71,Demographic Profile,sex ratio of ages 0-6,TRUE,"Sex ratio of  population in the age group 0-6 of towns, 2011","gender, sex, sex ratio",yes,"Directorate of Census Operations, Rajasthan (2014) Census of India 2011 - Rajasthan - Series 09 - Part XII B - District Census Handbook, Jaipur",T12_0812,"Directorate of Census Operations, Rajasthan",https://censusindia.gov.in/nada/index.php/catalog/1069/download/3291/DH_2011_0812-Jaipur.zip,,,,,,2011,xls,,Jaipur District,district level,cd block / town,open,not known,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,xls/xlsx,TRUE,unknown
